date,gross_return,cost,net_return,cum_gross,cum_net,weight_EURUSD,weight_GBPUSD,weight_AUDUSD,weight_USDCAD
2011-01-12,0.004387,0.000103,0.004283,1.144871,1.078778,0.300000,0.300000,-0.203888,-0.300000
2011-01-13,0.006918,0.000132,0.006786,1.152791,1.086099,0.300000,0.052029,0.164032,-0.300000
2011-01-14,0.003276,0.000090,0.003187,1.156568,1.089560,0.300000,-0.300000,0.300000,-0.300000
2011-01-17,0.002696,0.000200,0.002496,1.159687,1.092279,0.300000,0.300000,-0.119875,-0.300000
2011-01-18,0.002406,0.000448,0.001957,1.162476,1.094417,-0.300000,-0.270559,0.300000,0.253338
2011-01-19,0.002654,0.000335,0.002318,1.165561,1.096954,0.300000,0.119826,-0.300000,0.300000
2011-01-20,-0.001025,0.000293,-0.001318,1.164367,1.095508,-0.296700,-0.300000,0.165813,0.300000
2011-01-21,0.001041,0.000452,0.000589,1.165579,1.096153,0.300000,0.300000,-0.215933,-0.300000
2011-01-24,0.000612,0.000360,0.000251,1.166292,1.096428,0.225863,-0.300000,0.188091,0.300000
2011-01-25,-0.000710,0.000151,-0.000861,1.165464,1.095484,-0.282703,-0.300000,-0.044312,0.300000
2011-01-26,0.005514,0.000151,0.005363,1.171890,1.101359,0.249758,-0.300000,-0.256860,0.300000
2011-01-27,0.003566,0.000347,0.003219,1.176069,1.104905,0.194343,0.300000,0.108847,-0.300000
2011-01-28,0.003004,0.000389,0.002615,1.179602,1.107794,-0.031268,-0.300000,-0.300000,0.300000
